                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.69789,                0.48866,                  1.132,                0.97491,                 0.9734,                0.98788,                0.86688,                0.56367,                0.28555,                 1.0326,               0.008218,               0.008218,               0.008218
                     21,                0.69683,                0.48287,                 1.1283,                0.97588,                0.97304,                0.98797,                0.86832,                0.56026,                0.28315,                 1.0293,               0.008119,               0.008119,               0.008119
                     22,                0.69084,                0.48083,                 1.1222,                0.97618,                0.97318,                0.98816,                0.87013,                0.55713,                0.28151,                 1.0261,                0.00802,                0.00802,                0.00802
                     23,                0.68806,                0.47497,                 1.1225,                0.97453,                0.97563,                0.98867,                0.87145,                0.55395,                0.27941,                 1.0231,               0.007921,               0.007921,               0.007921
                     24,                0.68412,                0.46961,                 1.1194,                 0.9763,                0.97504,                0.98893,                0.87246,                0.55127,                0.27714,                 1.0205,               0.007822,               0.007822,               0.007822
                     25,                0.68252,                0.46723,                 1.1152,                0.97811,                0.97462,                0.98915,                0.87479,                0.54841,                0.27425,                 1.0175,               0.007723,               0.007723,               0.007723
                     26,                 0.6797,                0.46386,                 1.1139,                0.97911,                0.97414,                0.98933,                0.87635,                0.54586,                0.27226,                  1.015,               0.007624,               0.007624,               0.007624
                     27,                0.67528,                0.46115,                 1.1077,                 0.9785,                0.97595,                0.98964,                0.87765,                0.54335,                0.26924,                 1.0121,               0.007525,               0.007525,               0.007525
                     28,                 0.6725,                0.45574,                 1.1028,                0.97824,                0.97662,                 0.9898,                0.87896,                0.54072,                0.26709,                 1.0088,               0.007426,               0.007426,               0.007426
                     29,                0.67044,                0.45143,                 1.1048,                0.97819,                0.97673,                0.98999,                0.87981,                0.53852,                0.26473,                 1.0063,               0.007327,               0.007327,               0.007327
                     30,                0.66786,                0.44909,                 1.1052,                0.97838,                0.97836,                0.99025,                 0.8821,                0.53605,                0.26205,                 1.0041,               0.007228,               0.007228,               0.007228
                     31,                0.66425,                0.44674,                 1.1025,                0.98239,                0.97467,                0.99024,                0.88288,                0.53395,                0.25993,                 1.0021,               0.007129,               0.007129,               0.007129
                     32,                0.66165,                0.44243,                 1.0972,                0.98279,                0.97598,                 0.9902,                0.88373,                0.53158,                0.25746,                0.99939,                0.00703,                0.00703,                0.00703
                     33,                0.66022,                0.43912,                 1.0961,                0.98264,                0.97705,                0.99034,                0.88522,                0.52956,                0.25483,                0.99703,               0.006931,               0.006931,               0.006931
                     34,                0.65827,                0.43772,                 1.0933,                0.98334,                0.97723,                0.99043,                0.88613,                0.52714,                0.25255,                0.99438,               0.006832,               0.006832,               0.006832
                     35,                0.65816,                0.43438,                 1.0905,                0.98319,                0.97771,                0.99051,                0.88712,                  0.525,                0.25025,                0.99198,               0.006733,               0.006733,               0.006733
                     36,                0.65271,                0.43411,                 1.0875,                0.98455,                 0.9773,                0.99056,                0.88782,                0.52292,                0.24867,                 0.9895,               0.006634,               0.006634,               0.006634
                     37,                0.65016,                0.42773,                 1.0838,                0.98464,                0.97785,                0.99066,                0.88915,                0.52088,                0.24696,                 0.9867,               0.006535,               0.006535,               0.006535
                     38,                0.64938,                0.42758,                 1.0837,                0.98531,                0.97817,                0.99073,                0.88989,                 0.5189,                0.24463,                  0.984,               0.006436,               0.006436,               0.006436
                     39,                0.64789,                0.42482,                 1.0814,                 0.9851,                0.97899,                0.99077,                0.89054,                 0.5173,                0.24268,                0.98164,               0.006337,               0.006337,               0.006337
                     40,                0.64586,                0.41911,                 1.0756,                0.98503,                0.97923,                0.99086,                0.89185,                0.51551,                0.24082,                0.97887,               0.006238,               0.006238,               0.006238
                     41,                0.64336,                0.41608,                   1.08,                0.98496,                0.98002,                0.99089,                0.89236,                 0.5138,                 0.2395,                 0.9769,               0.006139,               0.006139,               0.006139
                     42,                0.64137,                0.41614,                 1.0757,                0.98577,                0.97987,                  0.991,                0.89297,                0.51219,                 0.2381,                0.97483,                0.00604,                0.00604,                0.00604
                     43,                0.63801,                0.41358,                 1.0733,                0.98553,                0.98066,                0.99107,                0.89334,                0.51026,                0.23703,                0.97303,               0.005941,               0.005941,               0.005941
                     44,                0.63602,                0.40999,                 1.0723,                0.98517,                0.98143,                0.99115,                0.89445,                0.50853,                0.23623,                0.97108,               0.005842,               0.005842,               0.005842
                     45,                 0.6358,                0.41166,                 1.0725,                0.98567,                0.98212,                0.99127,                0.89503,                0.50674,                0.23482,                0.96909,               0.005743,               0.005743,               0.005743
                     46,                0.63108,                0.40561,                 1.0672,                0.98617,                  0.982,                0.99129,                0.89636,                0.50543,                0.23387,                0.96746,               0.005644,               0.005644,               0.005644
                     47,                0.62876,                0.40333,                 1.0641,                0.98713,                0.98157,                0.99134,                0.89675,                 0.5038,                0.23245,                0.96545,               0.005545,               0.005545,               0.005545
                     48,                0.62681,                 0.3994,                 1.0622,                0.98724,                0.98161,                0.99141,                0.89756,                0.50225,                0.23129,                0.96375,               0.005446,               0.005446,               0.005446
                     49,                0.62414,                  0.399,                 1.0644,                0.98692,                0.98245,                0.99136,                0.89799,                0.50077,                0.23004,                0.96269,               0.005347,               0.005347,               0.005347
                     50,                0.62334,                0.39575,                 1.0585,                0.98684,                0.98357,                0.99146,                0.89943,                0.49906,                0.22847,                 0.9609,               0.005248,               0.005248,               0.005248
                     51,                0.62121,                  0.391,                 1.0603,                0.98764,                0.98343,                0.99151,                0.90064,                0.49757,                0.22685,                0.95932,               0.005149,               0.005149,               0.005149
                     52,                0.61896,                  0.391,                 1.0604,                0.98773,                0.98425,                0.99151,                0.90066,                0.49601,                 0.2259,                0.95814,                0.00505,                0.00505,                0.00505
                     53,                0.61712,                0.38931,                 1.0591,                0.98833,                 0.9839,                0.99154,                0.90152,                0.49457,                0.22478,                0.95697,               0.004951,               0.004951,               0.004951
                     54,                0.61488,                 0.3858,                 1.0566,                0.98838,                0.98461,                0.99154,                0.90178,                0.49309,                0.22338,                0.95545,               0.004852,               0.004852,               0.004852
                     55,                0.61364,                0.38636,                 1.0535,                0.98823,                0.98518,                0.99155,                0.90246,                0.49154,                0.22216,                0.95394,               0.004753,               0.004753,               0.004753
                     56,                 0.6087,                0.38243,                 1.0537,                 0.9885,                0.98592,                 0.9916,                0.90262,                0.48997,                0.22045,                0.95271,               0.004654,               0.004654,               0.004654
                     57,                0.60614,                0.37969,                 1.0476,                0.98904,                0.98579,                0.99157,                0.90317,                0.48842,                0.21922,                0.95122,               0.004555,               0.004555,               0.004555
                     58,                0.60615,                0.37797,                  1.046,                0.98943,                0.98609,                0.99163,                0.90403,                0.48669,                0.21832,                0.94919,               0.004456,               0.004456,               0.004456
                     59,                0.60343,                 0.3747,                 1.0491,                0.98918,                0.98667,                0.99172,                0.90464,                0.48509,                0.21682,                0.94804,               0.004357,               0.004357,               0.004357
                     60,                0.60098,                0.37559,                 1.0465,                0.98976,                0.98612,                0.99184,                0.90575,                0.48353,                0.21621,                0.94673,               0.004258,               0.004258,               0.004258
                     61,                0.59793,                0.36865,                  1.039,                0.99012,                0.98645,                0.99189,                0.90628,                0.48202,                0.21501,                0.94489,               0.004159,               0.004159,               0.004159
                     62,                0.59499,                0.36815,                 1.0395,                 0.9905,                0.98667,                0.99198,                0.90706,                0.48013,                0.21441,                0.94307,                0.00406,                0.00406,                0.00406
                     63,                0.59268,                0.36379,                 1.0402,                0.99043,                0.98668,                0.99207,                0.90744,                0.47839,                0.21341,                0.94197,               0.003961,               0.003961,               0.003961
                     64,                0.59204,                0.36325,                 1.0389,                0.99079,                0.98684,                0.99208,                0.90823,                0.47669,                0.21276,                0.94052,               0.003862,               0.003862,               0.003862
                     65,                0.58729,                0.36091,                 1.0318,                0.99086,                 0.9872,                0.99213,                0.90891,                 0.4751,                0.21141,                0.93861,               0.003763,               0.003763,               0.003763
                     66,                0.58581,                0.36005,                 1.0366,                0.99117,                0.98721,                0.99215,                 0.9095,                 0.4732,                0.21035,                0.93729,               0.003664,               0.003664,               0.003664
                     67,                0.58154,                0.35455,                 1.0326,                0.99096,                0.98766,                0.99216,                0.91045,                0.47133,                0.20915,                0.93584,               0.003565,               0.003565,               0.003565
                     68,                0.57832,                0.35264,                 1.0318,                0.99066,                0.98773,                0.99215,                0.91158,                0.46976,                0.20774,                0.93463,               0.003466,               0.003466,               0.003466
                     69,                0.57704,                0.35205,                 1.0343,                 0.9911,                0.98793,                0.99229,                0.91236,                 0.4682,                0.20688,                0.93408,               0.003367,               0.003367,               0.003367
                     70,                0.57384,                0.34758,                 1.0312,                0.99136,                0.98819,                0.99232,                0.91305,                0.46653,                0.20571,                0.93291,               0.003268,               0.003268,               0.003268
                     71,                0.57045,                0.34422,                 1.0239,                0.99122,                0.98904,                0.99241,                0.91359,                0.46455,                0.20443,                0.93098,               0.003169,               0.003169,               0.003169
                     72,                0.56974,                0.34293,                 1.0247,                 0.9908,                0.98999,                0.99257,                0.91367,                0.46306,                0.20292,                0.92945,                0.00307,                0.00307,                0.00307
                     73,                0.56447,                0.33757,                 1.0209,                0.99154,                0.98949,                0.99252,                0.91428,                 0.4614,                0.20216,                0.92796,               0.002971,               0.002971,               0.002971
                     74,                0.56155,                0.33616,                 1.0212,                0.99112,                 0.9902,                 0.9926,                0.91514,                 0.4598,                0.20123,                0.92672,               0.002872,               0.002872,               0.002872
                     75,                0.55841,                0.33209,                 1.0145,                0.99094,                0.99073,                 0.9927,                0.91615,                0.45815,                 0.2002,                0.92479,               0.002773,               0.002773,               0.002773
                     76,                  0.555,                0.32862,                  1.018,                0.99142,                0.99089,                0.99267,                0.91716,                0.45648,                0.19929,                 0.9239,               0.002674,               0.002674,               0.002674
                     77,                0.55208,                0.32775,                 1.0154,                0.99157,                0.99124,                0.99274,                0.91735,                0.45482,                0.19843,                0.92269,               0.002575,               0.002575,               0.002575
                     78,                0.54794,                0.32433,                 1.0091,                0.99174,                0.99144,                0.99277,                0.91751,                0.45343,                 0.1979,                0.92128,               0.002476,               0.002476,               0.002476
                     79,                0.54566,                0.31988,                 1.0036,                0.99244,                0.99114,                0.99282,                0.91845,                0.45184,                0.19683,                0.91917,               0.002377,               0.002377,               0.002377
                     80,                0.54222,                0.31777,                 1.0016,                0.99254,                0.99181,                0.99286,                0.91845,                0.45027,                0.19608,                0.91715,               0.002278,               0.002278,               0.002278
                     81,                0.53843,                0.31612,                0.99935,                0.99225,                 0.9919,                0.99289,                0.91896,                0.44864,                0.19498,                  0.915,               0.002179,               0.002179,               0.002179
                     82,                0.53217,                0.31055,                0.99713,                0.99283,                0.99156,                0.99295,                0.91935,                0.44687,                 0.1941,                0.91309,                0.00208,                0.00208,                0.00208
                     83,                0.52971,                0.30904,                      1,                0.99293,                0.99203,                0.99302,                0.92049,                 0.4454,                0.19309,                0.91222,               0.001981,               0.001981,               0.001981
                     84,                0.52597,                0.30604,                 0.9975,                0.99313,                0.99205,                0.99304,                0.92084,                0.44418,                0.19223,                0.91128,               0.001882,               0.001882,               0.001882
                     85,                0.52333,                0.30314,                 0.9933,                0.99309,                0.99217,                  0.993,                0.92158,                0.44285,                0.19201,                0.90969,               0.001783,               0.001783,               0.001783
                     86,                0.51923,                0.29944,                 0.9946,                0.99294,                0.99221,                0.99302,                0.92194,                0.44111,                 0.1907,                 0.9087,               0.001684,               0.001684,               0.001684
                     87,                0.51498,                0.29563,                0.99503,                 0.9927,                0.99284,                0.99303,                0.92301,                0.43887,                0.18998,                 0.9082,               0.001585,               0.001585,               0.001585
                     88,                0.50925,                 0.2906,                0.98548,                0.99233,                0.99312,                0.99301,                0.92367,                0.43724,                0.18924,                0.90635,               0.001486,               0.001486,               0.001486
                     89,                 0.5043,                0.28712,                0.98229,                 0.9928,                0.99305,                0.99299,                0.92451,                0.43575,                0.18851,                 0.9047,               0.001387,               0.001387,               0.001387
                     90,                0.50136,                0.28426,                0.98252,                 0.9928,                0.99306,                0.99306,                0.92479,                 0.4341,                0.18748,                0.90376,               0.001288,               0.001288,               0.001288
                     91,                0.45738,                0.21457,                0.93973,                 0.9929,                  0.993,                 0.9931,                0.92557,                0.43259,                0.18647,                0.90363,               0.001189,               0.001189,               0.001189
                     92,                0.44668,                 0.2074,                0.93068,                0.99252,                0.99341,                0.99315,                0.92627,                0.43026,                0.18571,                0.90263,                0.00109,                0.00109,                0.00109
                     93,                0.43942,                0.20519,                0.92209,                0.99236,                0.99376,                0.99315,                0.92681,                0.42803,                0.18459,                0.90108,               0.000991,               0.000991,               0.000991
                     94,                0.43197,                0.20033,                0.91981,                0.99212,                0.99397,                0.99321,                0.92786,                0.42549,                0.18411,                0.89972,               0.000892,               0.000892,               0.000892
                     95,                0.42497,                0.19633,                0.92276,                0.99343,                 0.9925,                0.99326,                0.92884,                0.42294,                0.18316,                0.89943,               0.000793,               0.000793,               0.000793
                     96,                0.41698,                 0.1907,                0.91119,                0.99362,                0.99309,                 0.9933,                0.92941,                0.42044,                0.18225,                0.89792,               0.000694,               0.000694,               0.000694
                     97,                0.41021,                0.18796,                0.91173,                0.99376,                0.99348,                0.99337,                0.93031,                0.41807,                0.18123,                0.89708,               0.000595,               0.000595,               0.000595
                     98,                0.40344,                0.18317,                0.90552,                0.99355,                0.99367,                0.99342,                 0.9306,                0.41571,                0.18002,                0.89596,               0.000496,               0.000496,               0.000496
                     99,                0.39531,                0.17848,                0.90117,                0.99353,                0.99367,                 0.9935,                0.93126,                 0.4135,                0.17942,                 0.8947,               0.000397,               0.000397,               0.000397
                    100,                 0.3885,                 0.1754,                0.89891,                0.99346,                0.99368,                0.99355,                0.93224,                 0.4113,                0.17833,                0.89383,               0.000298,               0.000298,               0.000298
